SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE
117840,0,Cash loans,F,Y,Y,67500,405000,Commercial associate,Higher education,Married,House / apartment
117841,0,Cash loans,F,N,Y,67500,225000,Pensioner,Secondary / secondary special,Married,Municipal apartment
117842,1,Cash loans,F,Y,N,180000,1125000,Working,Secondary / secondary special,Civil marriage,House / apartment
117843,0,Cash loans,F,N,N,247500,1395000,Commercial associate,Higher education,Single / not married,House / apartment
117844,0,Cash loans,F,N,Y,90000,450000,Commercial associate,Secondary / secondary special,Married,House / apartment
117845,0,Cash loans,M,Y,Y,360000,202500,State servant,Incomplete higher,Married,House / apartment
117846,0,Cash loans,M,Y,Y,472500,318528,Commercial associate,Higher education,Married,House / apartment
117848,0,Cash loans,F,Y,N,112500,1223010,Commercial associate,Secondary / secondary special,Widow,House / apartment
117849,0,Cash loans,F,N,Y,121500,426645,Commercial associate,Higher education,Separated,House / apartment
117850,0,Cash loans,F,N,N,99000,317979,Pensioner,Higher education,Widow,House / apartment
117851,0,Cash loans,F,Y,Y,90000,942300,Working,Secondary / secondary special,Married,House / apartment
117852,0,Cash loans,M,N,Y,135000,299772,Commercial associate,Secondary / secondary special,Separated,With parents
117855,0,Cash loans,F,N,Y,90000,675000,Working,Secondary / secondary special,Married,House / apartment
117856,0,Cash loans,M,Y,Y,450000,715095,Commercial associate,Higher education,Married,House / apartment
117857,0,Cash loans,F,N,Y,315000,1467612,Commercial associate,Secondary / secondary special,Civil marriage,With parents
117858,0,Cash loans,M,Y,N,225000,490495.5,Working,Secondary / secondary special,Married,House / apartment
117859,0,Cash loans,F,N,Y,58500,247275,Pensioner,Higher education,Widow,House / apartment
117860,0,Cash loans,M,Y,Y,292500,1622691,State servant,Higher education,Married,House / apartment
117861,0,Cash loans,M,Y,Y,301500,746280,Commercial associate,Secondary / secondary special,Married,House / apartment
117862,0,Cash loans,F,N,Y,35100,273024,Pensioner,Secondary / secondary special,Married,House / apartment
117863,0,Cash loans,M,Y,Y,270000,225000,Working,Incomplete higher,Single / not married,House / apartment
117864,0,Cash loans,F,N,Y,67500,105534,Working,Secondary / secondary special,Married,House / apartment
117865,0,Cash loans,F,Y,Y,189000,755190,Working,Secondary / secondary special,Married,House / apartment
117866,0,Cash loans,F,Y,Y,225000,405000,Commercial associate,Higher education,Married,House / apartment
117867,0,Revolving loans,F,N,Y,67500,180000,Pensioner,Secondary / secondary special,Widow,House / apartment
117868,0,Revolving loans,F,N,Y,54000,247500,Working,Secondary / secondary special,Married,House / apartment
117869,0,Cash loans,F,N,Y,247500,615109.5,Commercial associate,Secondary / secondary special,Married,House / apartment
117870,0,Cash loans,F,N,Y,112500,270000,Working,Secondary / secondary special,Married,House / apartment
117871,0,Revolving loans,F,N,Y,135000,135000,Pensioner,Secondary / secondary special,Married,House / apartment
117872,0,Cash loans,F,N,N,157500,765261,Working,Secondary / secondary special,Married,House / apartment
117873,0,Cash loans,F,N,Y,121500,654498,Pensioner,Secondary / secondary special,Separated,House / apartment
117874,0,Revolving loans,F,N,Y,67500,202500,Working,Secondary / secondary special,Married,House / apartment
117875,0,Cash loans,F,Y,Y,225000,755190,Commercial associate,Secondary / secondary special,Married,House / apartment
117876,0,Cash loans,F,N,Y,162000,1067418,Working,Secondary / secondary special,Civil marriage,House / apartment
117877,0,Cash loans,M,Y,Y,157500,828000,Working,Secondary / secondary special,Married,House / apartment
117878,0,Cash loans,F,Y,N,134100,521280,Working,Secondary / secondary special,Married,Municipal apartment
117879,0,Cash loans,F,N,Y,90000,76410,Working,Incomplete higher,Separated,House / apartment
117880,0,Revolving loans,F,Y,N,135000,157500,Commercial associate,Secondary / secondary special,Married,Municipal apartment
117881,0,Cash loans,F,N,Y,81000,360000,Working,Secondary / secondary special,Separated,House / apartment
117882,0,Cash loans,M,Y,Y,157500,592560,Working,Higher education,Married,House / apartment
117883,1,Cash loans,M,N,N,360000,964989,Working,Higher education,Civil marriage,House / apartment
117884,0,Revolving loans,M,N,Y,225000,270000,Working,Secondary / secondary special,Married,House / apartment
117885,0,Cash loans,F,N,Y,67500,254700,Pensioner,Secondary / secondary special,Married,Municipal apartment
117887,0,Cash loans,F,N,N,99000,225000,Working,Higher education,Single / not married,Rented apartment
117888,0,Cash loans,M,Y,Y,315000,785259,Commercial associate,Higher education,Married,House / apartment
117889,0,Cash loans,F,N,N,157500,1252278,Working,Higher education,Single / not married,With parents
117890,0,Cash loans,F,Y,N,247500,657000,Commercial associate,Secondary / secondary special,Married,House / apartment
117891,0,Cash loans,M,Y,Y,135000,519633,Pensioner,Secondary / secondary special,Married,Office apartment
117892,0,Cash loans,M,Y,Y,135000,314100,Working,Secondary / secondary special,Married,House / apartment
117893,0,Cash loans,F,N,Y,90000,61128,Pensioner,Secondary / secondary special,Married,House / apartment
117894,0,Cash loans,F,N,N,63000,292500,Pensioner,Higher education,Married,House / apartment
117895,0,Cash loans,F,N,Y,90000,405000,Working,Secondary / secondary special,Civil marriage,House / apartment
117896,0,Cash loans,M,N,Y,112500,269550,Working,Secondary / secondary special,Single / not married,House / apartment
117897,0,Cash loans,M,Y,Y,157500,808650,Commercial associate,Secondary / secondary special,Married,House / apartment
117898,1,Revolving loans,F,N,Y,112500,180000,Working,Secondary / secondary special,Separated,House / apartment
117899,0,Cash loans,F,N,N,148500,1288350,Commercial associate,Secondary / secondary special,Married,House / apartment
117901,0,Cash loans,M,Y,Y,157500,269550,Commercial associate,Incomplete higher,Single / not married,House / apartment
117902,0,Cash loans,M,Y,Y,270000,239850,Commercial associate,Higher education,Married,House / apartment
117903,0,Revolving loans,F,N,Y,112500,315000,Working,Higher education,Married,House / apartment
117904,0,Cash loans,F,N,N,157500,1068619.5,Working,Secondary / secondary special,Married,House / apartment
117905,0,Cash loans,M,N,Y,180000,225000,Pensioner,Secondary / secondary special,Married,House / apartment
117906,0,Cash loans,F,N,Y,58500,808650,Commercial associate,Secondary / secondary special,Married,House / apartment
117907,0,Cash loans,F,Y,N,67500,450000,Working,Higher education,Married,House / apartment
117908,1,Cash loans,M,N,Y,77400,117162,Pensioner,Secondary / secondary special,Married,House / apartment
117909,0,Cash loans,F,N,Y,180000,269550,Working,Secondary / secondary special,Separated,Co-op apartment
117910,0,Cash loans,F,N,N,135000,1125000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment
117911,0,Cash loans,F,Y,Y,157500,640080,State servant,Higher education,Married,House / apartment
117912,0,Revolving loans,F,N,Y,270000,765000,Pensioner,Higher education,Married,House / apartment
117913,0,Cash loans,F,N,Y,90000,808650,Working,Secondary / secondary special,Widow,House / apartment
117914,0,Cash loans,F,Y,N,261000,675000,Working,Secondary / secondary special,Married,House / apartment
117915,0,Cash loans,F,N,Y,270000,729792,Commercial associate,Secondary / secondary special,Married,House / apartment
117916,0,Cash loans,F,N,Y,180000,1223010,Working,Higher education,Separated,House / apartment
117917,0,Cash loans,F,N,N,180000,539100,State servant,Secondary / secondary special,Married,House / apartment
117918,0,Revolving loans,F,N,N,450000,900000,Commercial associate,Incomplete higher,Separated,House / apartment
117919,0,Cash loans,F,N,Y,351000,641529,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
117921,0,Cash loans,M,N,Y,157500,216144,Working,Secondary / secondary special,Single / not married,House / apartment
117922,0,Revolving loans,M,N,Y,180000,157500,Working,Higher education,Civil marriage,Office apartment
117923,0,Cash loans,F,N,N,202500,545040,State servant,Secondary / secondary special,Married,House / apartment
117926,0,Cash loans,F,N,N,157500,225000,Working,Secondary / secondary special,Single / not married,House / apartment
117927,0,Cash loans,F,Y,N,877500,1381113,Commercial associate,Higher education,Separated,House / apartment
117928,0,Cash loans,F,N,Y,216000,576072,Working,Secondary / secondary special,Single / not married,House / apartment
117929,0,Cash loans,F,N,N,135000,573628.5,Commercial associate,Secondary / secondary special,Separated,House / apartment
117930,0,Revolving loans,M,N,Y,112500,337500,Working,Secondary / secondary special,Married,House / apartment
117931,0,Cash loans,F,N,Y,135000,239850,Working,Secondary / secondary special,Married,House / apartment
117932,0,Cash loans,F,N,Y,85500,107820,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment
117933,0,Cash loans,F,Y,Y,135000,1755000,Working,Higher education,Married,House / apartment
117935,0,Cash loans,F,N,Y,90000,495000,Working,Secondary / secondary special,Married,House / apartment
117936,0,Cash loans,F,N,Y,180000,254700,Working,Secondary / secondary special,Single / not married,House / apartment
117937,0,Cash loans,F,N,Y,112500,584766,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
117938,0,Cash loans,M,Y,Y,225000,917451,Pensioner,Secondary / secondary special,Married,House / apartment
117939,0,Cash loans,M,N,N,135000,900000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
117940,0,Cash loans,F,N,N,292500,1035072,State servant,Higher education,Married,House / apartment
117941,0,Cash loans,F,N,Y,58500,808650,Pensioner,Secondary / secondary special,Single / not married,House / apartment
117942,0,Cash loans,F,N,Y,162000,446931,Working,Secondary / secondary special,Married,House / apartment
117943,0,Cash loans,F,N,Y,72000,730017,Working,Secondary / secondary special,Married,House / apartment
117944,0,Cash loans,F,N,Y,234000,1928304,State servant,Secondary / secondary special,Married,House / apartment
117945,1,Cash loans,F,N,Y,112500,840951,Pensioner,Secondary / secondary special,Single / not married,House / apartment
117946,0,Cash loans,F,N,Y,112500,440784,Commercial associate,Higher education,Married,House / apartment
117947,0,Cash loans,F,N,Y,90000,1042006.5,Pensioner,Secondary / secondary special,Married,House / apartment
117948,0,Cash loans,F,Y,Y,202500,1057266,State servant,Higher education,Civil marriage,House / apartment
117949,0,Cash loans,M,N,Y,112500,254700,Working,Secondary / secondary special,Married,House / apartment
117950,0,Cash loans,M,Y,N,108000,360000,Commercial associate,Secondary / secondary special,Married,With parents
117951,0,Cash loans,F,N,Y,157500,263686.5,Pensioner,Secondary / secondary special,Married,House / apartment
117952,0,Cash loans,M,Y,Y,157500,247500,Working,Secondary / secondary special,Married,House / apartment
117953,0,Cash loans,M,N,Y,157500,675000,Pensioner,Secondary / secondary special,Single / not married,House / apartment
117954,0,Cash loans,F,N,Y,90000,263686.5,Pensioner,Secondary / secondary special,Married,House / apartment
117955,0,Cash loans,M,Y,N,148500,1078200,Commercial associate,Secondary / secondary special,Married,House / apartment
117956,0,Cash loans,F,N,Y,135000,488934,Working,Higher education,Married,House / apartment
117958,0,Cash loans,F,N,N,112500,518562,Working,Secondary / secondary special,Married,House / apartment
117960,0,Cash loans,F,Y,Y,157500,490495.5,Working,Higher education,Married,House / apartment
117961,0,Cash loans,F,N,Y,90000,239850,Working,Secondary / secondary special,Married,House / apartment
117962,0,Cash loans,F,Y,N,67500,417024,State servant,Secondary / secondary special,Married,House / apartment
117963,1,Cash loans,F,N,Y,135000,346968,Working,Secondary / secondary special,Married,House / apartment
117964,1,Cash loans,F,N,Y,157500,1125000,Working,Secondary / secondary special,Married,House / apartment
117965,0,Cash loans,F,N,Y,90000,284400,Commercial associate,Secondary / secondary special,Married,House / apartment
117966,0,Cash loans,M,Y,Y,378900,1174005,Commercial associate,Secondary / secondary special,Married,House / apartment
117968,0,Revolving loans,F,N,Y,90000,180000,Pensioner,Secondary / secondary special,Widow,House / apartment
117970,0,Cash loans,F,N,Y,112500,490536,Working,Secondary / secondary special,Widow,House / apartment
117971,0,Cash loans,F,N,Y,103500,521280,Working,Secondary / secondary special,Married,House / apartment
117972,0,Cash loans,M,N,Y,270000,450441,Working,Secondary / secondary special,Civil marriage,House / apartment
117973,0,Cash loans,F,N,Y,90000,284400,Working,Secondary / secondary special,Civil marriage,House / apartment
117974,0,Cash loans,F,N,N,234000,970380,Working,Incomplete higher,Single / not married,House / apartment
117975,0,Revolving loans,M,Y,Y,225000,180000,Commercial associate,Higher education,Single / not married,House / apartment
117976,0,Cash loans,F,N,Y,90000,286704,Pensioner,Secondary / secondary special,Separated,House / apartment
117977,0,Cash loans,M,N,Y,270000,1063719,State servant,Secondary / secondary special,Single / not married,Rented apartment
117978,0,Cash loans,M,Y,Y,405000,938304,Commercial associate,Secondary / secondary special,Married,House / apartment
117979,0,Cash loans,F,N,N,270000,1080000,Working,Higher education,Married,Municipal apartment
117980,0,Cash loans,F,N,Y,81000,526500,Working,Secondary / secondary special,Married,House / apartment
117983,0,Cash loans,F,Y,N,126000,229500,Working,Secondary / secondary special,Married,Municipal apartment
117984,0,Cash loans,M,N,Y,135000,225000,Working,Secondary / secondary special,Single / not married,House / apartment
117985,0,Cash loans,F,N,Y,54000,1288350,Pensioner,Secondary / secondary special,Married,House / apartment
117986,0,Cash loans,F,Y,Y,337500,1024740,Commercial associate,Higher education,Married,House / apartment
117987,0,Cash loans,M,Y,Y,103500,112500,State servant,Secondary / secondary special,Married,House / apartment
117988,0,Cash loans,F,N,Y,225000,865773,Working,Higher education,Single / not married,House / apartment
117989,0,Revolving loans,F,N,N,180000,675000,Working,Secondary / secondary special,Married,House / apartment
117990,0,Cash loans,F,N,Y,31500,166500,Working,Secondary / secondary special,Married,House / apartment
117991,1,Cash loans,M,N,Y,405000,450000,Commercial associate,Higher education,Married,House / apartment
117992,1,Cash loans,M,N,Y,112500,472500,Working,Secondary / secondary special,Married,House / apartment
117993,0,Revolving loans,F,N,N,76500,180000,Working,Secondary / secondary special,Single / not married,Municipal apartment
117994,0,Cash loans,F,N,Y,112500,592560,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment
117995,0,Cash loans,F,N,Y,99000,97038,Pensioner,Secondary / secondary special,Separated,House / apartment
117997,0,Revolving loans,F,N,Y,157500,540000,Pensioner,Secondary / secondary special,Married,House / apartment
117998,0,Cash loans,M,N,N,135927,568800,Commercial associate,Secondary / secondary special,Married,House / apartment
117999,0,Cash loans,F,N,Y,180000,1002456,Working,Secondary / secondary special,Married,House / apartment
118001,0,Cash loans,F,N,N,225000,1024740,Commercial associate,Secondary / secondary special,Married,With parents
118002,0,Cash loans,F,N,Y,45000,152820,Working,Secondary / secondary special,Single / not married,House / apartment
118003,0,Cash loans,M,Y,Y,225000,814041,Pensioner,Higher education,Married,House / apartment
118004,0,Cash loans,F,Y,N,225000,1125000,Working,Higher education,Married,House / apartment
118005,0,Cash loans,M,Y,N,202500,381528,Working,Secondary / secondary special,Married,House / apartment
118006,0,Cash loans,M,N,Y,67500,127350,Working,Secondary / secondary special,Married,House / apartment
118007,0,Cash loans,F,N,Y,157500,1483231.5,State servant,Higher education,Married,House / apartment
118008,0,Cash loans,F,N,Y,157500,456273,Working,Higher education,Married,House / apartment
118009,0,Cash loans,F,N,Y,171000,677664,Working,Secondary / secondary special,Married,House / apartment
118010,0,Cash loans,M,Y,Y,180000,755190,Commercial associate,Incomplete higher,Married,House / apartment
118011,1,Cash loans,M,Y,N,427500,619254,Commercial associate,Secondary / secondary special,Married,House / apartment
118012,0,Cash loans,F,N,N,297000,592560,Working,Secondary / secondary special,Married,Municipal apartment
118013,0,Cash loans,M,N,Y,180000,835380,Working,Secondary / secondary special,Married,House / apartment
118014,0,Cash loans,F,Y,Y,360000,473760,Working,Higher education,Civil marriage,House / apartment
118015,0,Cash loans,M,Y,Y,360000,1288350,Commercial associate,Higher education,Married,House / apartment
118016,0,Cash loans,F,N,N,112500,545040,Working,Secondary / secondary special,Married,House / apartment
118017,0,Cash loans,F,N,Y,225000,675000,Working,Secondary / secondary special,Married,House / apartment
118019,0,Cash loans,F,N,Y,202500,808650,Working,Secondary / secondary special,Married,House / apartment
118020,0,Cash loans,F,N,Y,211500,1546020,Working,Secondary / secondary special,Married,House / apartment
118021,0,Cash loans,F,N,Y,90000,888840,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
118022,0,Cash loans,F,N,N,117000,472500,Working,Secondary / secondary special,Civil marriage,House / apartment
118023,0,Cash loans,M,N,Y,90000,225000,Working,Secondary / secondary special,Civil marriage,House / apartment
118024,0,Cash loans,M,N,N,157500,679500,Pensioner,Secondary / secondary special,Married,House / apartment
118027,0,Cash loans,F,N,Y,180000,808650,Working,Higher education,Married,House / apartment
118028,0,Cash loans,M,N,Y,135000,142200,State servant,Secondary / secondary special,Civil marriage,House / apartment
118029,0,Cash loans,M,Y,N,337500,1451047.5,Working,Secondary / secondary special,Married,House / apartment
118030,0,Cash loans,F,N,Y,112500,248760,Working,Secondary / secondary special,Married,Municipal apartment
118031,0,Cash loans,F,Y,N,225000,675000,Working,Incomplete higher,Married,House / apartment
118032,0,Cash loans,F,N,Y,112500,536917.5,Commercial associate,Secondary / secondary special,Married,House / apartment
118033,0,Cash loans,M,N,Y,180000,755190,Pensioner,Secondary / secondary special,Married,House / apartment
118034,0,Cash loans,F,N,Y,112500,454500,Working,Secondary / secondary special,Married,House / apartment
118035,0,Cash loans,M,Y,Y,103500,450000,Working,Secondary / secondary special,Married,House / apartment
118036,0,Cash loans,M,Y,N,216000,1288350,Commercial associate,Secondary / secondary special,Married,House / apartment
118037,0,Cash loans,M,N,N,135000,862560,Working,Higher education,Married,House / apartment
118038,0,Cash loans,M,Y,N,157500,448056,Working,Secondary / secondary special,Single / not married,House / apartment
118039,0,Cash loans,F,N,Y,135000,284400,Working,Secondary / secondary special,Single / not married,House / apartment
118040,0,Cash loans,F,Y,Y,144000,473760,Working,Secondary / secondary special,Married,House / apartment
118041,1,Cash loans,M,N,N,202500,397881,Working,Secondary / secondary special,Civil marriage,House / apartment
118042,0,Revolving loans,F,Y,Y,135000,135000,Commercial associate,Higher education,Single / not married,House / apartment
118043,0,Cash loans,M,N,N,72000,158301,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
118046,0,Revolving loans,F,N,Y,112500,135000,Commercial associate,Higher education,Married,House / apartment
118047,0,Cash loans,F,N,N,216000,241618.5,Pensioner,Secondary / secondary special,Married,House / apartment
118049,0,Cash loans,F,Y,Y,495000,1125000,Commercial associate,Higher education,Married,House / apartment
118050,0,Cash loans,F,N,Y,135000,1800000,Working,Higher education,Married,House / apartment
118051,0,Cash loans,M,N,Y,144000,680724,Working,Secondary / secondary special,Married,House / apartment
118052,0,Cash loans,M,N,N,90000,190764,Working,Secondary / secondary special,Single / not married,House / apartment
118053,1,Cash loans,M,Y,Y,247500,545040,Working,Secondary / secondary special,Married,House / apartment
118054,0,Revolving loans,F,N,Y,225000,247500,Working,Lower secondary,Single / not married,House / apartment
118056,0,Cash loans,F,N,Y,112500,284400,Pensioner,Higher education,Civil marriage,House / apartment
118057,0,Cash loans,F,N,Y,225000,655614,Pensioner,Higher education,Civil marriage,House / apartment
118059,0,Cash loans,F,Y,N,157500,431730,Pensioner,Higher education,Married,House / apartment
118061,0,Cash loans,F,N,Y,114075,585000,Commercial associate,Higher education,Single / not married,House / apartment
118062,0,Cash loans,F,Y,Y,225000,1006920,Working,Secondary / secondary special,Separated,House / apartment
118063,0,Cash loans,F,Y,Y,157500,553806,Working,Secondary / secondary special,Married,House / apartment
118064,0,Cash loans,F,N,N,63000,695439,State servant,Higher education,Single / not married,With parents
118065,0,Cash loans,F,N,Y,157500,868797,Working,Secondary / secondary special,Married,House / apartment
118067,0,Cash loans,M,Y,Y,135000,675000,Working,Secondary / secondary special,Civil marriage,House / apartment
118068,1,Cash loans,M,Y,Y,135000,891072,Working,Higher education,Married,With parents
118069,0,Cash loans,F,Y,Y,135000,599116.5,Working,Higher education,Married,House / apartment
118070,0,Cash loans,F,N,Y,157500,1067418,Working,Incomplete higher,Married,House / apartment
118073,0,Cash loans,F,N,Y,121500,118512,Working,Secondary / secondary special,Single / not married,House / apartment
118074,0,Cash loans,F,N,Y,315000,1065433.5,State servant,Higher education,Married,Municipal apartment
118075,1,Cash loans,F,N,N,81000,454500,Working,Secondary / secondary special,Single / not married,House / apartment
118076,0,Cash loans,F,N,Y,42750,315000,Working,Secondary / secondary special,Married,House / apartment
118077,0,Cash loans,F,N,Y,202500,545040,Working,Higher education,Widow,House / apartment
118078,0,Revolving loans,M,Y,Y,45000,180000,Working,Secondary / secondary special,Married,House / apartment
118079,0,Cash loans,F,N,N,58500,675000,Pensioner,Secondary / secondary special,Married,House / apartment
118080,0,Cash loans,F,Y,Y,90000,101880,Working,Secondary / secondary special,Married,House / apartment
118081,0,Cash loans,M,Y,Y,156150,446931,Working,Higher education,Married,House / apartment
118083,0,Cash loans,F,N,N,93010.5,315000,Working,Incomplete higher,Single / not married,With parents
118084,0,Cash loans,M,Y,Y,162000,781920,Pensioner,Secondary / secondary special,Married,House / apartment
118085,0,Cash loans,F,N,Y,112500,360000,Working,Secondary / secondary special,Civil marriage,House / apartment
118086,0,Cash loans,F,Y,Y,112500,808650,Working,Secondary / secondary special,Civil marriage,House / apartment
118087,0,Cash loans,M,N,N,137025,1847700,Working,Higher education,Married,House / apartment
118088,0,Cash loans,F,Y,Y,112500,539100,Working,Secondary / secondary special,Married,House / apartment
118090,0,Cash loans,M,Y,Y,270000,225000,Working,Secondary / secondary special,Married,House / apartment
118091,0,Cash loans,F,Y,N,243000,523296,Commercial associate,Higher education,Separated,House / apartment
118092,0,Cash loans,F,Y,Y,121500,112068,State servant,Incomplete higher,Married,House / apartment
118093,0,Revolving loans,F,Y,Y,270000,2250000,Commercial associate,Higher education,Married,Rented apartment
118094,0,Cash loans,F,N,N,157500,755190,State servant,Secondary / secondary special,Married,Municipal apartment
118095,0,Revolving loans,F,N,Y,180000,450000,Pensioner,Secondary / secondary special,Married,House / apartment
118096,0,Cash loans,F,N,Y,112500,1258650,State servant,Higher education,Married,House / apartment
118097,0,Cash loans,F,N,Y,112500,675000,Commercial associate,Secondary / secondary special,Married,House / apartment
118098,0,Cash loans,F,N,Y,90000,888840,Working,Secondary / secondary special,Widow,House / apartment
118099,1,Cash loans,F,N,Y,96750,254700,Working,Secondary / secondary special,Widow,House / apartment
118100,0,Cash loans,F,Y,Y,247500,667237.5,Working,Higher education,Married,House / apartment
118101,0,Cash loans,M,N,Y,72000,675000,Working,Secondary / secondary special,Married,House / apartment
118102,0,Cash loans,M,Y,Y,283500,1085872.5,Pensioner,Secondary / secondary special,Married,House / apartment
118103,0,Cash loans,F,N,Y,225000,1105083,Pensioner,Higher education,Married,House / apartment
118104,0,Cash loans,F,N,Y,112500,611905.5,State servant,Secondary / secondary special,Married,House / apartment
118105,1,Cash loans,F,N,N,90000,781695,Working,Secondary / secondary special,Married,House / apartment
118107,0,Cash loans,F,Y,Y,135000,1477260,Working,Secondary / secondary special,Married,House / apartment
118108,1,Cash loans,M,N,Y,180000,117162,Working,Secondary / secondary special,Single / not married,House / apartment
118109,0,Cash loans,F,N,Y,112500,355536,Working,Secondary / secondary special,Married,House / apartment
118110,0,Cash loans,M,Y,Y,135000,305221.5,Commercial associate,Secondary / secondary special,Married,House / apartment
118111,0,Cash loans,F,Y,Y,54000,62554.5,Working,Higher education,Married,House / apartment
118112,0,Cash loans,F,N,Y,202500,1546020,State servant,Secondary / secondary special,Civil marriage,House / apartment
118113,0,Cash loans,F,N,Y,360000,229230,Commercial associate,Higher education,Widow,House / apartment
118114,0,Cash loans,F,N,Y,135000,590337,Working,Secondary / secondary special,Married,House / apartment
118116,0,Cash loans,F,N,Y,40500,298512,Working,Secondary / secondary special,Married,House / apartment
118117,0,Cash loans,F,N,Y,81000,679500,Commercial associate,Higher education,Married,House / apartment
118118,0,Cash loans,F,N,Y,112500,1206954,Working,Secondary / secondary special,Married,House / apartment
118119,0,Cash loans,F,N,Y,202500,1288350,Pensioner,Secondary / secondary special,Married,House / apartment
118120,0,Cash loans,M,Y,Y,157500,849685.5,Commercial associate,Higher education,Married,House / apartment
118121,0,Cash loans,F,Y,Y,225000,675000,Working,Higher education,Separated,Rented apartment
118122,0,Cash loans,F,Y,N,229500,2517300,Commercial associate,Higher education,Married,House / apartment
118123,0,Cash loans,M,Y,Y,130500,155938.5,Working,Secondary / secondary special,Married,House / apartment
118124,0,Cash loans,F,N,Y,180000,106213.5,Working,Secondary / secondary special,Single / not married,House / apartment
118125,1,Cash loans,M,N,Y,135000,675000,Working,Secondary / secondary special,Separated,House / apartment
118126,0,Cash loans,F,Y,Y,126000,900000,State servant,Secondary / secondary special,Married,Municipal apartment
118128,0,Cash loans,F,Y,Y,112500,254700,Pensioner,Higher education,Single / not married,House / apartment
118129,0,Cash loans,F,Y,Y,157500,254700,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
118130,0,Cash loans,M,N,Y,81000,900000,Pensioner,Secondary / secondary special,Married,House / apartment
118131,0,Cash loans,F,N,N,135000,1113840,Commercial associate,Secondary / secondary special,Married,House / apartment
118132,0,Cash loans,M,N,Y,67500,50940,Working,Secondary / secondary special,Married,House / apartment
118133,0,Cash loans,M,N,Y,112500,558706.5,Working,Secondary / secondary special,Single / not married,With parents
118134,0,Cash loans,F,N,Y,270000,1030302,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
118135,0,Cash loans,F,N,N,171000,900000,Working,Higher education,Widow,Municipal apartment
118136,0,Cash loans,M,N,N,121500,391500,Working,Secondary / secondary special,Married,House / apartment
118137,0,Cash loans,F,N,N,135000,242595,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
118138,0,Cash loans,F,N,Y,135000,765261,Commercial associate,Higher education,Married,House / apartment
118139,0,Cash loans,M,N,N,387000,956574,Working,Higher education,Married,House / apartment
118140,0,Cash loans,F,N,N,76500,1078200,Working,Secondary / secondary special,Married,House / apartment
118141,0,Cash loans,F,N,N,162000,397881,Pensioner,Secondary / secondary special,Widow,House / apartment
118142,0,Revolving loans,F,Y,Y,292500,675000,Commercial associate,Higher education,Single / not married,House / apartment
118143,0,Cash loans,F,N,Y,135000,152820,Working,Secondary / secondary special,Married,House / apartment
118145,0,Cash loans,M,Y,N,90000,263844,Working,Secondary / secondary special,Married,With parents
118146,0,Cash loans,F,N,N,351000,679500,Commercial associate,Higher education,Separated,House / apartment
118147,0,Cash loans,F,N,N,225000,1325475,Pensioner,Secondary / secondary special,Married,House / apartment
118148,0,Cash loans,F,N,N,112500,168102,Working,Secondary / secondary special,Married,Rented apartment
118149,0,Cash loans,F,N,N,157500,1042560,Commercial associate,Secondary / secondary special,Married,House / apartment
118152,0,Cash loans,F,N,N,94500,450000,Working,Secondary / secondary special,Single / not married,House / apartment
118153,0,Revolving loans,F,Y,Y,225000,337500,Working,Higher education,Separated,House / apartment
118154,0,Cash loans,F,N,Y,54000,152820,Pensioner,Secondary / secondary special,Married,House / apartment
118155,1,Cash loans,M,Y,Y,180000,604152,Working,Secondary / secondary special,Civil marriage,House / apartment
118156,0,Cash loans,F,N,Y,157500,338832,Working,Secondary / secondary special,Married,House / apartment
118158,0,Cash loans,F,Y,Y,157500,191880,Working,Higher education,Civil marriage,With parents
118159,0,Cash loans,F,N,N,247500,1351111.5,Pensioner,Secondary / secondary special,Married,House / apartment
118160,0,Cash loans,F,N,Y,81000,254700,Pensioner,Secondary / secondary special,Married,House / apartment
118161,0,Cash loans,F,N,N,360000,781920,Commercial associate,Secondary / secondary special,Married,House / apartment
118164,0,Cash loans,F,N,Y,157500,168102,Commercial associate,Secondary / secondary special,Married,House / apartment
118165,0,Cash loans,F,N,Y,202500,254700,Pensioner,Secondary / secondary special,Single / not married,House / apartment
118167,0,Cash loans,F,N,Y,337500,781920,Working,Higher education,Married,Office apartment
118168,0,Cash loans,F,Y,Y,202500,225000,Commercial associate,Higher education,Single / not married,House / apartment
118169,0,Cash loans,F,N,Y,292500,1260000,Pensioner,Secondary / secondary special,Married,House / apartment
118170,0,Cash loans,F,N,N,90000,161730,State servant,Incomplete higher,Married,Municipal apartment
